1 [0.1977238459184817, 0.13747694890389886, 0.2045006275916397, 0.16139429545692607, 0.18448605832500348, 0.19551710547663217, 0.2266134610888867, 0.2070426871538048, 0.22197107969147623, 0.24896311107516833, 0.15396911167449848, 0.26232101495799587, 0.22135886775803795, 0.20095066099363604, 0.20235473795074463, 0.15768152891061293, 0.2421633449361734, 0.18816829696034262, 0.21187591116632917, 0.19770692763835596]
1 [0.24591737725651125, 0.17978778397935247, 0.22195512876038792, 0.2243083876587021, 0.23321094847663773, 0.20344245352186596, 0.22016473627930944, 0.1936835574942065, 0.20658311093425477, 0.27002939612278404, 0.24320348259081284, 0.20409407253361367, 0.230861396121045, 0.18202300743298322, 0.2685858338925411, 0.20184561174317503, 0.2230621139454695, 0.2571646585706894, 0.2611230543985642, 0.15359126898977687]
1 [0.1596206694886027, 0.20626235691231934, 0.21284110981341495, 0.23071738420458077, 0.1684042411783326, 0.22944679038819057, 0.2062715931211512, 0.1832787755574995, 0.16817660080410854, 0.24162737038756357, 0.23297838919063915, 0.19726846256827668, 0.21004096965630722, 0.188243062679133, 0.23222996075276045, 0.16682173850432558, 0.19790759420703463, 0.20195147123540205, 0.2192234626190608, 0.19002128352870118]
1 [0.22993662136651108, 0.20482116609686354, 0.2180421192153091, 0.2254626153569099, 0.2259563812864367, 0.16236111289822203, 0.16686907407134727, 0.19732009061781258, 0.2217415108461195, 0.23804586586039916, 0.21047136323978136, 0.15998933866552612, 0.15336688248958014, 0.1992476467372304, 0.2651989801282137, 0.2276711030597405, 0.2175728377170109, 0.19022657573559623, 0.23794247318114542, 0.22283656450374367]
1 [0.18815716992028017, 0.1920285927893097, 0.27406831986292784, 0.205229273268814, 0.21626562766701937, 0.20281835942905768, 0.22614492796124225, 0.22591917389410196, 0.22252495531357486, 0.17775139725748104, 0.1747586083534432, 0.20056637033791622, 0.21632374393272036, 0.20438202931615357, 0.20791449295710332, 0.18075902688307485, 0.26694698722142396, 0.19012310607831512, 0.23036317168184348, 0.22157996345969697]
1 [0.18111336502917158, 0.24060102928209556, 0.20812973445955732, 0.2260668332124122, 0.24389704110615268, 0.20818260058595553, 0.20537809169300694, 0.2201015077724845, 0.1556447688590866, 0.20470959516543483, 0.22879317285119088, 0.18117917817248977, 0.21346649493895709, 0.19380380715562323, 0.25012200100800586, 0.15418047947329386, 0.20193007459170284, 0.1772590359569847, 0.1971772401525321, 0.19776653410884643]
2 [0.22000541471220597, 0.18823701833863743, 0.1669671230962372, 0.22049647501514213, 0.19499524065421697, 0.19414965217163824, 0.23663997309033263, 0.1855330706306609, 0.20812973445955732, 0.20537809169300694, 0.20453735961886202, 0.20193007459170284, 0.19776653410884643, 0.1971772401525321, 0.19380380715562323, 0.18117917817248977, 0.18111336502917158, 0.17252057529354037, 0.1556447688590866, 0.15418047947329386]
1 [0.21697952302339518, 0.2870772766345197, 0.16666374711535648, 0.17472783847337395, 0.19192045239377495, 0.15958692978548286, 0.27969310406858033, 0.20711362956860685, 0.2000284055140172, 0.2034653007804493, 0.20550432652381667, 0.19565371099245904, 0.25554609662517497, 0.27862313243176284, 0.19055083003416115, 0.18654952955499257, 0.16778155991874827, 0.1822196843721753, 0.20263224148260403, 0.18942413417464962]
2 [0.25486656348974496, 0.23625043711217464, 0.2963938442749398, 0.20061462070521288, 0.20550432652381667, 0.2674355862033835, 0.2195443002430024, 0.19915986981179312, 0.20263224148260403, 0.2116486100487871, 0.2362524328644667, 0.1876735776641054, 0.19055083003416115, 0.19647484482535849, 0.18654952955499257, 0.18865843419490477, 0.17472783847337395, 0.16778155991874827, 0.16666374711535648, 0.15958692978548286]
1 [0.2362248416965497, 0.155332019709677, 0.21040937863318976, 0.1870987141356661, 0.19754942148733015, 0.22191550249405156, 0.22758993329213473, 0.2232216498603553, 0.1611931342512705, 0.20814627728289534, 0.20255315632886253, 0.18807767857188673, 0.1975241550944411, 0.24763396847900784, 0.19355375062529326, 0.19251635612223164, 0.23845234878475555, 0.2423548968389079, 0.21793428344378718, 0.19821831457374994]
